Ad report
All time
Ad status,Final URL,Mobile final URL,Tracking template,Final URL suffix,Custom parameter,Ad group,Status,Status reasons,Ad type,Impr.,Views,Currency code,Avg. CPV,Cost,Video
Total: Account,,,,,,,,,,0,0,PHP,0,0.00,
